#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+1.422999999999977e-08    +0.000000000000000e+00    +1.415484275163979e+06    +0.000000000000000e+00    -1.943799720857494e-09    +9.999791340199449e-01    +3.140935725782369e-09
+1.423999999999977e-08    +0.000000000000000e+00    +1.416478993558332e+06    +0.000000000000000e+00    -6.306629445705305e-10    +9.999791157803181e-01    +9.735787504129760e-10
+1.424999999999977e-08    +0.000000000000000e+00    +1.417473711952685e+06    +0.000000000000000e+00    -2.403456108296371e-09    +9.999790989240254e-01    +1.526068553552408e-09
+1.425999999999977e-08    +0.000000000000000e+00    +1.418468430347037e+06    +0.000000000000000e+00    -5.484319634247181e-09    +9.999790807481584e-01    +3.877453572672680e-10
+1.426999999999977e-08    +0.000000000000000e+00    +1.419463148741390e+06    +0.000000000000000e+00    -6.453700651139250e-10    +9.999790648315088e-01    +6.591029038432673e-11
+1.427999999999977e-08    +0.000000000000000e+00    +1.420457867135743e+06    +0.000000000000000e+00    +1.052633974490596e-09    +9.999790450111756e-01    +1.969754682411032e-09
+1.428999999999977e-08    +0.000000000000000e+00    +1.421452585530095e+06    +0.000000000000000e+00    -5.356752102983497e-10    +9.999790315484196e-01    +3.604466333851298e-09
+1.429999999999977e-08    +0.000000000000000e+00    +1.422447303924449e+06    +0.000000000000000e+00    -6.600045618213532e-10    +9.999790139890695e-01    +1.914400340436846e-09
+1.430999999999977e-08    +0.000000000000000e+00    +1.423442022318801e+06    +0.000000000000000e+00    -6.456543823346893e-09    +9.999789966620884e-01    +3.306019401443976e-09
+1.431999999999977e-08    +0.000000000000000e+00    +1.424436740713154e+06    +0.000000000000000e+00    -4.717452300422686e-09    +9.999789796276323e-01    +5.462164350700133e-10
+1.432999999999977e-08    +0.000000000000000e+00    +1.425431459107507e+06    +0.000000000000000e+00    -5.289450508695114e-09    +9.999789622995578e-01    -2.052480056154560e-09
+1.433999999999977e-08    +0.000000000000000e+00    +1.426426177501860e+06    +0.000000000000000e+00    -1.204136656076426e-09    +9.999789441017171e-01    -4.009049284686833e-10
+1.434999999999977e-08    +0.000000000000000e+00    +1.427420895896212e+06    +0.000000000000000e+00    -1.129056108785687e-09    +9.999789287624573e-01    -1.137271991033738e-09
+1.435999999999977e-08    +0.000000000000000e+00    +1.428415614290565e+06    +0.000000000000000e+00    -4.328024648566067e-12    +9.999789152266543e-01    -3.215056065579377e-09
+1.436999999999977e-08    +0.000000000000000e+00    +1.429410332684918e+06    +0.000000000000000e+00    +1.223612082967414e-10    +9.999788988953991e-01    -7.067633198040921e-10
+1.437999999999977e-08    +0.000000000000000e+00    +1.430405051079270e+06    +0.000000000000000e+00    +3.570857178878228e-09    +9.999788838313002e-01    -2.301158014523238e-09
+1.438999999999977e-08    +0.000000000000000e+00    +1.431399769473623e+06    +0.000000000000000e+00    +1.306251377364262e-09    +9.999788671718953e-01    -7.508802885835832e-10
+1.439999999999977e-08    +0.000000000000000e+00    +1.432394487867976e+06    +0.000000000000000e+00    +4.133937696857925e-09    +9.999788507667704e-01    +5.739966248794203e-10
+1.440999999999977e-08    +0.000000000000000e+00    +1.433389206262328e+06    +0.000000000000000e+00    -5.782879791201780e-10    +9.999788320187802e-01    -2.710694818110324e-10
+1.441999999999977e-08    +0.000000000000000e+00    +1.434383924656681e+06    +0.000000000000000e+00    -1.464382505012199e-09    +9.999788165579069e-01    -3.821260161203486e-09
+1.442999999999977e-08    +0.000000000000000e+00    +1.435378643051035e+06    +0.000000000000000e+00    +3.719564447618203e-10    +9.999788008006225e-01    -6.728968375115742e-09
+1.443999999999977e-08    +0.000000000000000e+00    +1.436373361445387e+06    +0.000000000000000e+00    +8.678808375523070e-10    +9.999787839942513e-01    -2.883084582163532e-09
+1.444999999999977e-08    +0.000000000000000e+00    +1.437368079839740e+06    +0.000000000000000e+00    -1.572608207767575e-09    +9.999787699276471e-01    +3.369566451911080e-10
+1.445999999999977e-08    +0.000000000000000e+00    +1.438362798234093e+06    +0.000000000000000e+00    -2.291700543325966e-09    +9.999787568853297e-01    -7.139173378590019e-10
+1.446999999999977e-08    +0.000000000000000e+00    +1.439357516628445e+06    +0.000000000000000e+00    -2.154193894131852e-09    +9.999787425191229e-01    -3.914010071670630e-09
+1.447999999999977e-08    +0.000000000000000e+00    +1.440352235022798e+06    +0.000000000000000e+00    -8.750489253039019e-10    +9.999787265552224e-01    -5.650294818899837e-09
+1.448999999999977e-08    +0.000000000000000e+00    +1.441346953417151e+06    +0.000000000000000e+00    -2.479395718577577e-11    +9.999787080235674e-01    -2.466007326532000e-09
+1.449999999999977e-08    +0.000000000000000e+00    +1.442341671811504e+06    +0.000000000000000e+00    +2.683284125288880e-09    +9.999786919214211e-01    -3.817742702067170e-09
+1.450999999999977e-08    +0.000000000000000e+00    +1.443336390205856e+06    +0.000000000000000e+00    -6.564865928057941e-10    +9.999786768483737e-01    +5.043947597554925e-10
+1.451999999999977e-08    +0.000000000000000e+00    +1.444331108600209e+06    +0.000000000000000e+00    -3.271488503824123e-09    +9.999786606466043e-01    +2.395228507353964e-10
+1.452999999999977e-08    +0.000000000000000e+00    +1.445325826994562e+06    +0.000000000000000e+00    -4.972014361652705e-10    +9.999786440845971e-01    +7.170866969063630e-11
+1.453999999999977e-08    +0.000000000000000e+00    +1.446320545388915e+06    +0.000000000000000e+00    -1.103010919593252e-09    +9.999786293187402e-01    -7.919895712350656e-10
+1.454999999999977e-08    +0.000000000000000e+00    +1.447315263783267e+06    +0.000000000000000e+00    -1.115996145537584e-09    +9.999786118356422e-01    -3.565731190555506e-09
+1.455999999999977e-08    +0.000000000000000e+00    +1.448309982177620e+06    +0.000000000000000e+00    -8.376729069047763e-10    +9.999785998400320e-01    +1.136641882977280e-09
+1.456999999999977e-08    +0.000000000000000e+00    +1.449304700571973e+06    +0.000000000000000e+00    -3.423273385633768e-09    +9.999785866172500e-01    +4.204880361920018e-10
+1.457999999999977e-08    +0.000000000000000e+00    +1.450299418966326e+06    +0.000000000000000e+00    -2.417846226077320e-09    +9.999785720369152e-01    -3.093938185866188e-10
+1.458999999999977e-08    +0.000000000000000e+00    +1.451294137360678e+06    +0.000000000000000e+00    -4.445592571132456e-09    +9.999785514380626e-01    -2.756042282870269e-09
+1.459999999999977e-08    +0.000000000000000e+00    +1.452288855755031e+06    +0.000000000000000e+00    -1.165400379347976e-09    +9.999785321653579e-01    -5.368140113811083e-10
+1.460999999999976e-08    +0.000000000000000e+00    +1.453283574149384e+06    +0.000000000000000e+00    -1.092324260556101e-09    +9.999785164541570e-01    -1.553959410588542e-09
+1.461999999999976e-08    +0.000000000000000e+00    +1.454278292543737e+06    +0.000000000000000e+00    -7.825003002285153e-10    +9.999785014909000e-01    -2.219432983539582e-09
+1.462999999999976e-08    +0.000000000000000e+00    +1.455273010938089e+06    +0.000000000000000e+00    +1.806583792530725e-10    +9.999784839406187e-01    -3.932113145352885e-09
+1.463999999999976e-08    +0.000000000000000e+00    +1.456267729332442e+06    +0.000000000000000e+00    +9.666873691991181e-10    +9.999784668426230e-01    -3.045692935314847e-09
+1.464999999999976e-08    +0.000000000000000e+00    +1.457262447726795e+06    +0.000000000000000e+00    +1.157232112630467e-09    +9.999784503379612e-01    -1.937848850601417e-09
+1.465999999999976e-08    +0.000000000000000e+00    +1.458257166121148e+06    +0.000000000000000e+00    +2.085723869713181e-09    +9.999784359925450e-01    -1.403078063275113e-09
+1.466999999999976e-08    +0.000000000000000e+00    +1.459251884515500e+06    +0.000000000000000e+00    +3.953090192902655e-09    +9.999784208149614e-01    +1.320953527772046e-10
+1.467999999999976e-08    +0.000000000000000e+00    +1.460246602909853e+06    +0.000000000000000e+00    -3.862090366156963e-09    +9.999784064069506e-01    -7.541726340854326e-09
+1.468999999999976e-08    +0.000000000000000e+00    +1.461241321304206e+06    +0.000000000000000e+00    -1.249091842888610e-09    +9.999783902555380e-01    -3.086171728237382e-09
+1.469999999999976e-08    +0.000000000000000e+00    +1.462236039698559e+06    +0.000000000000000e+00    +1.405511753421344e-09    +9.999783763803671e-01    -3.889902254009638e-09
+1.470999999999976e-08    +0.000000000000000e+00    +1.463230758092911e+06    +0.000000000000000e+00    +2.073627866242840e-10    +9.999783580887535e-01    -6.321061900923516e-10
+1.471999999999976e-08    +0.000000000000000e+00    +1.464225476487264e+06    +0.000000000000000e+00    +3.500785021878530e-10    +9.999783413058771e-01    -2.318407998869005e-10
+1.472999999999976e-08    +0.000000000000000e+00    +1.465220194881617e+06    +0.000000000000000e+00    +1.363671349579850e-09    +9.999783231285330e-01    +1.272906268513088e-10
+1.473999999999976e-08    +0.000000000000000e+00    +1.466214913275969e+06    +0.000000000000000e+00    +2.465116721344907e-09    +9.999783087413914e-01    +2.945588626397777e-09
+1.474999999999976e-08    +0.000000000000000e+00    +1.467209631670322e+06    +0.000000000000000e+00    +8.296118088640398e-10    +9.999782904778755e-01    +1.375503150955238e-09
+1.475999999999976e-08    +0.000000000000000e+00    +1.468204350064675e+06    +0.000000000000000e+00    -1.522585029670859e-09    +9.999782769496595e-01    +6.575366307931449e-09
+1.476999999999976e-08    +0.000000000000000e+00    +1.469199068459028e+06    +0.000000000000000e+00    -1.240842877797171e-10    +9.999782579786249e-01    +1.155875514773378e-09
+1.477999999999976e-08    +0.000000000000000e+00    +1.470193786853381e+06    +0.000000000000000e+00    -2.363361491322523e-09    +9.999782423449759e-01    +3.313815381624284e-09
+1.478999999999976e-08    +0.000000000000000e+00    +1.471188505247733e+06    +0.000000000000000e+00    -1.160500064988100e-09    +9.999782259756774e-01    +1.433506136333503e-09
+1.479999999999976e-08    +0.000000000000000e+00    +1.472183223642086e+06    +0.000000000000000e+00    -3.213006209687036e-09    +9.999782127462939e-01    +4.989063473128130e-10
+1.480999999999976e-08    +0.000000000000000e+00    +1.473177942036439e+06    +0.000000000000000e+00    +7.263366864847064e-10    +9.999781966831914e-01    +3.306167444292538e-10
+1.481999999999976e-08    +0.000000000000000e+00    +1.474172660430792e+06    +0.000000000000000e+00    +1.403945216384832e-09    +9.999781776815478e-01    +3.519422343704190e-09
+1.482999999999976e-08    +0.000000000000000e+00    +1.475167378825144e+06    +0.000000000000000e+00    +2.653711880182616e-10    +9.999781621557894e-01    +1.313165170595005e-09
+1.483999999999976e-08    +0.000000000000000e+00    +1.476162097219497e+06    +0.000000000000000e+00    -1.927357082986107e-09    +9.999781484765500e-01    +3.157091898867274e-09
+1.484999999999976e-08    +0.000000000000000e+00    +1.477156815613850e+06    +0.000000000000000e+00    -3.664621079176142e-09    +9.999781327463395e-01    +3.506319223232270e-09
+1.485999999999976e-08    +0.000000000000000e+00    +1.478151534008202e+06    +0.000000000000000e+00    -2.367787412500520e-09    +9.999781183540412e-01    +9.098206777813308e-10
+1.486999999999976e-08    +0.000000000000000e+00    +1.479146252402555e+06    +0.000000000000000e+00    -2.692598862977254e-09    +9.999781035584754e-01    -3.714075636288513e-10
+1.487999999999976e-08    +0.000000000000000e+00    +1.480140970796909e+06    +0.000000000000000e+00    -1.914532309551835e-09    +9.999780859655644e-01    -1.094654655454373e-09
+1.488999999999976e-08    +0.000000000000000e+00    +1.481135689191261e+06    +0.000000000000000e+00    -1.545658215208058e-09    +9.999780690308743e-01    -1.757477423816028e-09
+1.489999999999976e-08    +0.000000000000000e+00    +1.482130407585614e+06    +0.000000000000000e+00    -1.160119182485244e-09    +9.999780538578186e-01    -1.980661792540930e-09
+1.490999999999976e-08    +0.000000000000000e+00    +1.483125125979967e+06    +0.000000000000000e+00    -7.944495625179458e-10    +9.999780340785360e-01    -7.687617791897689e-09
+1.491999999999976e-08    +0.000000000000000e+00    +1.484119844374319e+06    +0.000000000000000e+00    -1.511064959926346e-10    +9.999780160674593e-01    -4.783214813875557e-10
+1.492999999999976e-08    +0.000000000000000e+00    +1.485114562768672e+06    +0.000000000000000e+00    -9.503284290098700e-11    +9.999780014506168e-01    -2.149537097809956e-10
+1.493999999999976e-08    +0.000000000000000e+00    +1.486109281163025e+06    +0.000000000000000e+00    +8.687841332406285e-10    +9.999779908525734e-01    +1.556527256907117e-09
+1.494999999999976e-08    +0.000000000000000e+00    +1.487103999557378e+06    +0.000000000000000e+00    +6.114281938626562e-11    +9.999779722926583e-01    +2.548397775993320e-09
+1.495999999999976e-08    +0.000000000000000e+00    +1.488098717951731e+06    +0.000000000000000e+00    -1.730652956250706e-09    +9.999779571567325e-01    +2.624766365933982e-09
+1.496999999999977e-08    +0.000000000000000e+00    +1.489093436346084e+06    +0.000000000000000e+00    +1.819638633149250e-10    +9.999779386809658e-01    -1.446818069466854e-10
+1.497999999999977e-08    +0.000000000000000e+00    +1.490088154740437e+06    +0.000000000000000e+00    +3.372227196287211e-09    +9.999779206166363e-01    +4.565100643430798e-10
+1.498999999999977e-08    +0.000000000000000e+00    +1.491082873134790e+06    +0.000000000000000e+00    +7.683216442136263e-10    +9.999779042924419e-01    +1.061731216643198e-10
+1.499999999999977e-08    +0.000000000000000e+00    +1.492077591529143e+06    +0.000000000000000e+00    +3.518538836244120e-09    +9.999778895410628e-01    +3.743563714467434e-09
+1.500999999999977e-08    +0.000000000000000e+00    +1.493072309923496e+06    +0.000000000000000e+00    -1.071912959578145e-10    +9.999778767378060e-01    -1.378277463244092e-10
+1.501999999999977e-08    +0.000000000000000e+00    +1.494067028317849e+06    +0.000000000000000e+00    -7.613759689182815e-11    +9.999778634283338e-01    -1.192819449587481e-10
+1.502999999999977e-08    +0.000000000000000e+00    +1.495061746712201e+06    +0.000000000000000e+00    +4.290788730482425e-11    +9.999778489411802e-01    -2.721745939600060e-10
+1.503999999999978e-08    +0.000000000000000e+00    +1.496056465106554e+06    +0.000000000000000e+00    +4.307248489582859e-10    +9.999778339207541e-01    -3.762531136791584e-10
+1.504999999999978e-08    +0.000000000000000e+00    +1.497051183500907e+06    +0.000000000000000e+00    +2.469982644246837e-09    +9.999778185028356e-01    +2.571112068059984e-11
+1.505999999999978e-08    +0.000000000000000e+00    +1.498045901895260e+06    +0.000000000000000e+00    +8.679960938892250e-10    +9.999778034649331e-01    +6.738560565270849e-11
+1.506999999999978e-08    +0.000000000000000e+00    +1.499040620289613e+06    +0.000000000000000e+00    +1.457081128904071e-09    +9.999777860352905e-01    +1.300874778668311e-09
+1.507999999999978e-08    +0.000000000000000e+00    +1.500035338683966e+06    +0.000000000000000e+00    -4.159582110441607e-10    +9.999777707116155e-01    -9.773269156587077e-10
+1.508999999999978e-08    +0.000000000000000e+00    +1.501030057078319e+06    +0.000000000000000e+00    +6.439828957255500e-10    +9.999777578387576e-01    -1.908312640944339e-09
+1.509999999999978e-08    +0.000000000000000e+00    +1.502024775472672e+06    +0.000000000000000e+00    +1.035918652276270e-09    +9.999777411880743e-01    -1.810427577193377e-09
+1.510999999999979e-08    +0.000000000000000e+00    +1.503019493867025e+06    +0.000000000000000e+00    +2.023608989977406e-09    +9.999777264271064e-01    -1.412385698030536e-09
+1.511999999999979e-08    +0.000000000000000e+00    +1.504014212261378e+06    +0.000000000000000e+00    +3.621320237320102e-09    +9.999777125556701e-01    +3.387686692752675e-10
+1.512999999999979e-08    +0.000000000000000e+00    +1.505008930655730e+06    +0.000000000000000e+00    +9.618453665345336e-10    +9.999776990671381e-01    +2.723912388556608e-10
+1.513999999999979e-08    +0.000000000000000e+00    +1.506003649050083e+06    +0.000000000000000e+00    +1.313031991451374e-09    +9.999776828154540e-01    +2.176853903679115e-09
+1.514999999999979e-08    +0.000000000000000e+00    +1.506998367444437e+06    +0.000000000000000e+00    +3.870092711337485e-10    +9.999776657658315e-01    +3.579102458384222e-09
+1.515999999999979e-08    +0.000000000000000e+00    +1.507993085838790e+06    +0.000000000000000e+00    -5.647960943457443e-10    +9.999776490199073e-01    +3.358738448225626e-09
+1.516999999999979e-08    +0.000000000000000e+00    +1.508987804233142e+06    +0.000000000000000e+00    -1.488750916239153e-09    +9.999776335458256e-01    +2.863507205709319e-09
+1.517999999999980e-08    +0.000000000000000e+00    +1.509982522627495e+06    +0.000000000000000e+00    -9.672293451766358e-10    +9.999776158498287e-01    +1.614249974535791e-09
+1.518999999999980e-08    +0.000000000000000e+00    +1.510977241021848e+06    +0.000000000000000e+00    -1.402962004788200e-09    +9.999775980529865e-01    +1.379593013073248e-09
+1.519999999999980e-08    +0.000000000000000e+00    +1.511971959416201e+06    +0.000000000000000e+00    -2.308260751573904e-09    +9.999775826798943e-01    +1.248071776427743e-09
+1.520999999999980e-08    +0.000000000000000e+00    +1.512966677810554e+06    +0.000000000000000e+00    -2.039434773461514e-09    +9.999775678924021e-01    +5.832555887013323e-10
+1.521999999999980e-08    +0.000000000000000e+00    +1.513961396204907e+06    +0.000000000000000e+00    -3.388650235331561e-09    +9.999775504964512e-01    -1.430367352819294e-10
+1.522999999999980e-08    +0.000000000000000e+00    +1.514956114599260e+06    +0.000000000000000e+00    -5.890743424861100e-09    +9.999775296377583e-01    -2.150757481549608e-09
+1.523999999999980e-08    +0.000000000000000e+00    +1.515950832993612e+06    +0.000000000000000e+00    -2.610295967425060e-09    +9.999775113079711e-01    -9.610814978817859e-10
+1.524999999999981e-08    +0.000000000000000e+00    +1.516945551387965e+06    +0.000000000000000e+00    -2.171873413641246e-09    +9.999774947552241e-01    -1.539358851249943e-09
+1.525999999999981e-08    +0.000000000000000e+00    +1.517940269782319e+06    +0.000000000000000e+00    -9.737707499474762e-10    +9.999774765944076e-01    -8.942207834520403e-10
+1.526999999999981e-08    +0.000000000000000e+00    +1.518934988176671e+06    +0.000000000000000e+00    -1.388861405982782e-09    +9.999774605777081e-01    -7.615642561864663e-09
+1.527999999999981e-08    +0.000000000000000e+00    +1.519929706571024e+06    +0.000000000000000e+00    -5.989022140117900e-10    +9.999774458752121e-01    +1.328780638294504e-09
+1.528999999999981e-08    +0.000000000000000e+00    +1.520924424965377e+06    +0.000000000000000e+00    -1.345185992133926e-09    +9.999774290922033e-01    +1.297649208920293e-09
+1.529999999999981e-08    +0.000000000000000e+00    +1.521919143359730e+06    +0.000000000000000e+00    -3.622701481963622e-09    +9.999774149045935e-01    +5.935178242936081e-10
+1.530999999999981e-08    +0.000000000000000e+00    +1.522913861754083e+06    +0.000000000000000e+00    -2.652345334099252e-09    +9.999773996741123e-01    -1.482820463734216e-10
+1.531999999999982e-08    +0.000000000000000e+00    +1.523908580148436e+06    +0.000000000000000e+00    -4.635802222288589e-10    +9.999773831150668e-01    -2.308658964354926e-10
+1.532999999999982e-08    +0.000000000000000e+00    +1.524903298542789e+06    +0.000000000000000e+00    -7.607112094644132e-10    +9.999773652349864e-01    -1.931853977466455e-09
+1.533999999999982e-08    +0.000000000000000e+00    +1.525898016937142e+06    +0.000000000000000e+00    +5.385739369226663e-10    +9.999773480915142e-01    -5.201026536852112e-09
+1.534999999999982e-08    +0.000000000000000e+00    +1.526892735331495e+06    +0.000000000000000e+00    +1.033717314375217e-09    +9.999773315245557e-01    -3.771952595487725e-09
+1.535999999999982e-08    +0.000000000000000e+00    +1.527887453725848e+06    +0.000000000000000e+00    +1.291625022237494e-09    +9.999773150543110e-01    -2.268596594076077e-09
+1.536999999999982e-08    +0.000000000000000e+00    +1.528882172120201e+06    +0.000000000000000e+00    +1.175111424165400e-09    +9.999772995353190e-01    -1.571196198763406e-09
+1.537999999999982e-08    +0.000000000000000e+00    +1.529876890514553e+06    +0.000000000000000e+00    +3.924057630110390e-09    +9.999772835328489e-01    -2.520193657357198e-09
+1.538999999999983e-08    +0.000000000000000e+00    +1.530871608908907e+06    +0.000000000000000e+00    +2.831659914140598e-09    +9.999772699901179e-01    -4.691362390594091e-10
+1.539999999999983e-08    +0.000000000000000e+00    +1.531866327303260e+06    +0.000000000000000e+00    +5.956020831791380e-09    +9.999772526931791e-01    +1.630985623423957e-09
+1.540999999999983e-08    +0.000000000000000e+00    +1.532861045697612e+06    +0.000000000000000e+00    +1.010194436369475e-09    +9.999772324060314e-01    +8.147948645613659e-11
+1.541999999999983e-08    +0.000000000000000e+00    +1.533855764091965e+06    +0.000000000000000e+00    +3.268006329001827e-09    +9.999772175815396e-01    +2.110863651123021e-09
+1.542999999999983e-08    +0.000000000000000e+00    +1.534850482486318e+06    +0.000000000000000e+00    +1.320259875988643e-09    +9.999772008052583e-01    +9.017878587522053e-10
+1.543999999999983e-08    +0.000000000000000e+00    +1.535845200880670e+06    +0.000000000000000e+00    +8.470989476372346e-10    +9.999771864123869e-01    +2.981709789264672e-09
+1.544999999999983e-08    +0.000000000000000e+00    +1.536839919275024e+06    +0.000000000000000e+00    -3.193468905529411e-09    +9.999771724026800e-01    +7.502855305010522e-09
+1.545999999999984e-08    +0.000000000000000e+00    +1.537834637669377e+06    +0.000000000000000e+00    -6.625073060434657e-10    +9.999771563835589e-01    +1.800655366232029e-09
+1.546999999999984e-08    +0.000000000000000e+00    +1.538829356063730e+06    +0.000000000000000e+00    -8.074639240089410e-10    +9.999771393968832e-01    +1.316464081213158e-09
+1.547999999999984e-08    +0.000000000000000e+00    +1.539824074458082e+06    +0.000000000000000e+00    -6.468536403015040e-09    +9.999771241130322e-01    +3.233262146306736e-09
+1.548999999999984e-08    +0.000000000000000e+00    +1.540818792852436e+06    +0.000000000000000e+00    -1.102174125918146e-09    +9.999771082790387e-01    +6.186020541586983e-10
+1.549999999999984e-08    +0.000000000000000e+00    +1.541813511246789e+06    +0.000000000000000e+00    -3.672101779033713e-09    +9.999770947267643e-01    -3.261967375565838e-10
+1.550999999999984e-08    +0.000000000000000e+00    +1.542808229641142e+06    +0.000000000000000e+00    -9.349673890684729e-10    +9.999770814220236e-01    -1.562459424306512e-10
+1.551999999999984e-08    +0.000000000000000e+00    +1.543802948035494e+06    +0.000000000000000e+00    -6.133560713947397e-09    +9.999770641229284e-01    -6.833798702485586e-09
+1.552999999999985e-08    +0.000000000000000e+00    +1.544797666429847e+06    +0.000000000000000e+00    -4.247052469248578e-10    +9.999770473703677e-01    +2.000763849541156e-09
+1.553999999999985e-08    +0.000000000000000e+00    +1.545792384824201e+06    +0.000000000000000e+00    -4.076369116495993e-10    +9.999770302846709e-01    +9.596928755083768e-10
+1.554999999999985e-08    +0.000000000000000e+00    +1.546787103218553e+06    +0.000000000000000e+00    -4.101534246494112e-09    +9.999770137673064e-01    +1.833320142147507e-09
+1.555999999999985e-08    +0.000000000000000e+00    +1.547781821612906e+06    +0.000000000000000e+00    -2.649555510805022e-09    +9.999769978128624e-01    +9.574390250840168e-10
+1.556999999999985e-08    +0.000000000000000e+00    +1.548776540007259e+06    +0.000000000000000e+00    -3.424163751772705e-09    +9.999769829140209e-01    +1.138789069420931e-10
+1.557999999999985e-08    +0.000000000000000e+00    +1.549771258401611e+06    +0.000000000000000e+00    -2.837608871937099e-09    +9.999769662797074e-01    -1.612094103236099e-09
+1.558999999999985e-08    +0.000000000000000e+00    +1.550765976795964e+06    +0.000000000000000e+00    -3.054418919503130e-10    +9.999769514546702e-01    +1.054868469249522e-09
+1.559999999999986e-08    +0.000000000000000e+00    +1.551760695190318e+06    +0.000000000000000e+00    -1.160534627228090e-09    +9.999769345103726e-01    +1.669422009994034e-09
+1.560999999999986e-08    +0.000000000000000e+00    +1.552755413584671e+06    +0.000000000000000e+00    -1.196283321783180e-09    +9.999769174381946e-01    +9.724376158260484e-10
+1.561999999999986e-08    +0.000000000000000e+00    +1.553750131979023e+06    +0.000000000000000e+00    -2.575083970861411e-09    +9.999769023343330e-01    +8.085822054252301e-10
+1.562999999999986e-08    +0.000000000000000e+00    +1.554744850373376e+06    +0.000000000000000e+00    -1.303894270375906e-09    +9.999768875716077e-01    +3.511201807823156e-10
+1.563999999999986e-08    +0.000000000000000e+00    +1.555739568767730e+06    +0.000000000000000e+00    -2.620380992959601e-09    +9.999768722553493e-01    -4.679782218451878e-10
+1.564999999999986e-08    +0.000000000000000e+00    +1.556734287162082e+06    +0.000000000000000e+00    -5.164177852850726e-09    +9.999768493415339e-01    -2.459702198994989e-09
+1.565999999999986e-08    +0.000000000000000e+00    +1.557729005556435e+06    +0.000000000000000e+00    -1.338090137792558e-09    +9.999768309790035e-01    -4.065080169747338e-10
+1.566999999999987e-08    +0.000000000000000e+00    +1.558723723950788e+06    +0.000000000000000e+00    -1.751838009274101e-09    +9.999768134824085e-01    -8.840081684715860e-10
+1.567999999999987e-08    +0.000000000000000e+00    +1.559718442345141e+06    +0.000000000000000e+00    -1.630623988036066e-09    +9.999767972319393e-01    -1.109341623336142e-09
+1.568999999999987e-08    +0.000000000000000e+00    +1.560713160739494e+06    +0.000000000000000e+00    -1.225169648936638e-09    +9.999767782013300e-01    -1.343649543154030e-09
+1.569999999999987e-08    +0.000000000000000e+00    +1.561707879133847e+06    +0.000000000000000e+00    -1.421445071611259e-09    +9.999767630612098e-01    -6.456571596564722e-09
+1.570999999999987e-08    +0.000000000000000e+00    +1.562702597528200e+06    +0.000000000000000e+00    -1.871248013999870e-10    +9.999767462739910e-01    -4.458175581940459e-10
+1.571999999999987e-08    +0.000000000000000e+00    +1.563697315922552e+06    +0.000000000000000e+00    +2.698188688872376e-09    +9.999767308593078e-01    -6.858913158897772e-09
+1.572999999999987e-08    +0.000000000000000e+00    +1.564692034316905e+06    +0.000000000000000e+00    +4.782375894942408e-10    +9.999767144294381e-01    -1.532561054216136e-09
+1.573999999999987e-08    +0.000000000000000e+00    +1.565686752711259e+06    +0.000000000000000e+00    +1.509857768637017e-09    +9.999766974627159e-01    -1.887067488975694e-09
+1.574999999999988e-08    +0.000000000000000e+00    +1.566681471105612e+06    +0.000000000000000e+00    +4.487719207306850e-09    +9.999766813731817e-01    -2.658709529946911e-09
+1.575999999999988e-08    +0.000000000000000e+00    +1.567676189499964e+06    +0.000000000000000e+00    +3.922958240672652e-09    +9.999766623843339e-01    -1.503022541826880e-09
+1.576999999999988e-08    +0.000000000000000e+00    +1.568670907894318e+06    +0.000000000000000e+00    +2.039850496207243e-09    +9.999766475005352e-01    -3.094745689817958e-10
+1.577999999999988e-08    +0.000000000000000e+00    +1.569665626288671e+06    +0.000000000000000e+00    +2.472618860132634e-09    +9.999766303220289e-01    +1.897489088872226e-10
+1.578999999999988e-08    +0.000000000000000e+00    +1.570660344683023e+06    +0.000000000000000e+00    +3.243427919852614e-09    +9.999766128665716e-01    +1.349217144440477e-09
+1.579999999999988e-08    +0.000000000000000e+00    +1.571655063077376e+06    +0.000000000000000e+00    +8.799610089063914e-10    +9.999765925195740e-01    +2.538498283753998e-10
+1.580999999999988e-08    +0.000000000000000e+00    +1.572649781471729e+06    +0.000000000000000e+00    +1.058362949663327e-09    +9.999765771774406e-01    +1.286779860921128e-09
+1.581999999999989e-08    +0.000000000000000e+00    +1.573644499866082e+06    +0.000000000000000e+00    +1.847240685202472e-10    +9.999765601779480e-01    -1.042380451904505e-09
+1.582999999999989e-08    +0.000000000000000e+00    +1.574639218260435e+06    +0.000000000000000e+00    +7.548288348671181e-10    +9.999765462861607e-01    -6.408797100214737e-10
+1.583999999999989e-08    +0.000000000000000e+00    +1.575633936654788e+06    +0.000000000000000e+00    +2.435100690623470e-09    +9.999765280638823e-01    -5.640849826181907e-10
+1.584999999999989e-08    +0.000000000000000e+00    +1.576628655049141e+06    +0.000000000000000e+00    +1.589643928199127e-09    +9.999765104554722e-01    -1.132162240676295e-12
+1.585999999999989e-08    +0.000000000000000e+00    +1.577623373443493e+06    +0.000000000000000e+00    +1.161514860421594e-09    +9.999764930548490e-01    +1.042348881477286e-10
+1.586999999999989e-08    +0.000000000000000e+00    +1.578618091837846e+06    +0.000000000000000e+00    +4.170890973733369e-10    +9.999764739214058e-01    +9.950813482875694e-12
+1.587999999999989e-08    +0.000000000000000e+00    +1.579612810232199e+06    +0.000000000000000e+00    -1.632739679554805e-10    +9.999764612962945e-01    -5.602171697343258e-10
